Ada County,MP8HWY16,2008,48.612175,[]
Ada County,PENNINSULA,2008,63.799069,[]
Ada County,BLACKS CREEK,2008,472.322709,[]
Ada County,LITTLE JOE,2006,421.42589,[]
Ada County,BOGUS ROAD,2005,61.535277,"[STATE 12918 acres: 85.295082, ]"
Ada County,ROCKY,2005,76.604655,[]
Ada County,HOMESTEAD,2005,1220.309644,[]
Ada County,HILLTOP,2005,182.505934,[]
Ada County,MP60 I84,2005,76.25228,[]
Ada County,BONNIE,2005,22.271705,"[STATE 12667 acres: 1250.694252, ]"
Ada County,SOUTH BLACK,2005,8351.087067,"[STATE 12418 acres: 463.361246, STATE 12419 acres: 803.740144, STATE 12462 acres: 641.736417, STATE 12563 acres: 2276.018925, STATE 12564 acres: 3133.540625, ]"
Ada County,SOUTH SLATER,2005,16.891552,"[STATE 12556 acres: 647.46704, ]"
Ada County,WALDVOGAL,2005,102.009556,[]
Ada County,ORCHARD CROSSING,2005,33.426019,[]
Ada County,WALD,2005,39.39238,[]
Ada County,SWAN CURVES,2005,51.254728,[]
Ada County,MORE SWANS,2005,53.340703,[]
Ada County,CRANE  CREEK,2004,43.1684,[]
Ada County,KUNA SWAN,2004,82.951789,[]
Ada County,FIREBIRD,2000,13.441586,[]
Ada County,SPRING SHO,2000,309.733974,[]
Ada County,HILLTOP,2000,121.126969,[]
Ada County,LAPIDIUM,2000,72.510259,[]
Ada County,MP63I84,2000,1563.198665,"[STATE 12556 acres: 647.46704, STATE 12667 acres: 1250.694252, ]"
Ada County,BRYANS RUN,2000,236.388487,[]
Ada County,MORAINDIAN,2000,808.176574,[]
Ada County,Cliff,2000,111.786151,[]
Ada County,CHAPPEDWILLOW,2001,2467.880943,[]
Ada County,SOUTH SPRN,2001,1367.335914,[]
Ada County,TenBirds,2001,102.583993,[]
Ada County,HumpnBump,2001,437.498552,[]
Ada County,N SLATER,2001,4283.6606,"[STATE 12556 acres: 647.46704, STATE 12628 acres: 40.060638, STATE 12667 acres: 1250.694252, ]"
Ada County,ricochet,2001,31.203446,"[STATE 12667 acres: 1250.694252, ]"
Ada County,Cloe Poe,2001,37.529863,[]
Ada County,NORTHSTAGE,2001,209.941637,[]
Ada County,SPROAT,2001,9.998806,[]
Ada County,CanyonCk2,2001,34.720977,[]
Ada County,DesertDuck,2001,79.983831,[]
Ada County,DesertDuck,2001,144.946058,[]
Ada County,DesertDuck,2001,3.021958,[]
Ada County,DesertDuck,2001,3.65371,[]
Ada County,MP82 I84,2001,113.67188,[]
Ada County,MP82 I84,2001,103.82028,[]
Ada County,Old Ferry,2001,49.542467,[]
Ada County,Old Ferry,2001,14.211586,[]
Ada County,Old Ferry,2001,0.009189,[]
Ada County,Lockman Bt,2001,60.21617,[]
Ada County,STRIKE BAS,2001,8.771788,[]
Ada County,STRIKE BAS,2001,1.973865,[]
Ada County,STRIKE BAS,2001,0.292676,[]
Ada County,CountyLine,2001,220.332446,[]
Ada County,CountyLine,2001,388.532998,[]
Ada County,DEEP CANYON,2002,36.597595,[]
Ada County,CHIP,2002,3631.094388,"[STATE 12667 acres: 1250.694252, STATE 12729 acres: 558.020694, ]"
Ada County,TEN MILE,2002,82.216438,[]
Ada County,MP 62  I-84,2002,566.476632,[]
Ada County,CAVEMAN,2002,32.562956,[]
Ada County,VICTORY,2002,527.910767,[]
Ada County,CINDERCO,2002,313.023951,[]
Ada County,HIGH CROW,2003,864.442012,[]
Ada County,BLUE,2003,408.364754,[]
Ada County,POLE GULCH,2003,10.898861,[]
Ada County,MP80 I84,2003,22.912969,[]
Ada County,8TH ST 2,1990,127.138408,[]
Ada County,COTTONWOOD,1990,177.649755,[]
Ada County,ORE HTS,1990,102.200124,[]
Ada County,BRYANS RUN,1990,577.393795,"[STATE 12564 acres: 3133.540625, ]"
Ada County,CRTWRIGHT,1991,267.486284,[]
Ada County,BF 3,1991,1445.326296,"[STATE 12918 acres: 85.295082, ]"
Ada County,HILLTOP,1991,174.022212,"[STATEFG 14735 acres: 425.426931, ]"
Ada County,MP 62,1991,110.286845,[]
Ada County,RRMP 431,1991,2939.916654,"[STATE 12419 acres: 803.740144, ]"
Ada County,BOI FRT 1,1992,80.741493,[]
Ada County,BF 6,1992,202.552659,[]
